book-overview-proverbs.html	The planning layer — authorship taken from the superscriptions alone, the arc across the collections, the preaching traps, and the unit plan the series is built on.
proverbs-dig-deeper-macro-synthesis.html	Eight macro-arguments the eleven runs jointly demonstrate. Proverbs is not an anthology that later acquired a frame but a designed book, and the design shows in three registers that do not depend on each other.
dig-deeper-proverbs-sweep.html	The original sweep: all eighteen units at proportional depth with a cross-passage synthesis. The seedbed the solo digs grew from.
point-purpose-proverbs-series-introduction.html	The nine-sermon series plan, and the backbone of the opening survey sermon — a whole-book view with no single base text.
point-purpose-proverbs-1-1to7.html	Sermon 1 backbone — moving the congregation from approaching Proverbs as advice for the competent to receiving it as a gift for the gullible.
point-purpose-proverbs-2.html	Sermon 2 backbone — out of both passivity and self-reliance into asking; the middle verb of the three, and the one most often skipped because it feels least like effort.
dig-deeper-proverbs-1-1to7.html	The preamble bracketed by a single word-pair — <i>&#7717;okm&#226; &#251;m&#251;s&#257;r</i> at verse 2 and again at verse 7 — and the bracket is the argument.
dig-deeper-proverbs-2.html	One sentence, twenty-two verses: three conditions, <i>then</i>, <i>for</i>, <i>then</i>, <i>for</i>, and two purpose-infinitives of rescue. The chapter that sets the agenda for chapters 3&ndash;7.
dig-deeper-proverbs-1-8to9-18.html	The frame entire. Chapter 2 announces a programme and chapters 3&ndash;7 execute it in order; ten lectures and five interludes, with Wisdom and Folly calling from the same height in chapter 9.
dig-deeper-proverbs-10-1to22-16.html	Solomon I entire. The received text divides it into four paragraphs &mdash; none of them where this project had been cutting &mdash; and the Greek carries nineteen verse-units the Hebrew has not.
dig-deeper-proverbs-22-17to24-34.html	The Words of the Wise. Masoretic paragraphing fifteen times denser than Solomon I, which turns out to be the explanation the project had been missing.
dig-deeper-proverbs-25-1to29-27.html	Solomon II entire. Three silences nest inside one another &mdash; the king for 91 verses, the divine name for 65, the righteous and wicked for 57 &mdash; with chapters 26&ndash;27 inside all three.
dig-deeper-proverbs-30-1to31-9.html	Agur and Lemuel. Every block boundary the Greek rearrangement creates falls where the received Hebrew already marks a paragraph: five seams, five markers.
dig-deeper-proverbs-31-10to31.html	The closing acrostic. Proverbs says the same thing, in the same words, about finding Wisdom and finding a wife &mdash; and this poem asks that question one last time.
dig-deeper-proverbs-10-1to15-33.html	Solomon I, first half. The righteous/wicked pair falls away almost exactly as the divine name takes over, and the antithetical form loosens with them.
dig-deeper-proverbs-16-1to22-16.html	Solomon I, second half. All four sub-collections counted on one scheme for the first time &mdash; they alternate rather than progress.
dig-deeper-proverbs-25-1to27-27.html	Solomon II, first half. <i>K&#257;b&#275;d</i> &mdash; glory, honour, weight &mdash; as the section&rsquo;s Leitwort, and 25:21 as the Covenant Code&rsquo;s enemy-duty, where both Jesus and Paul go for love of enemies.
dig-deeper-proverbs-28-1to29-27.html	Solomon II, second half. A four-fold refrain-chain on the rise and fall of the righteous and the wicked, and the golden-calf allusion behind 29:18.
proverbs-collections-assessment.html	Ansberry&rsquo;s collection scheme for Proverbs 10&ndash;29 tested against the text before the sweeps began. It stands &mdash; with three corrections and one caution.
proverbs-logos-research-audit-21-august.html	Thirty-three manual library returns graded against the open questions of the 1:1&ndash;7, Proverbs 2 and 1:8&ndash;9:18 reports. The status board near the top overrides every other status statement.
proverbs-perplexity-pass-audit.html	Twenty answers audited: eleven adopted as given, six with qualification, three rejected &mdash; including one claim the Hebrew text refutes outright.
proverbs-lxx-pluses-survey.html	The whole book read against the Greek at last. Forty-eight lettered pluses and twenty-four Hebrew verses with no Greek counterpart &mdash; concentrated, not scattered: eighteen in the frame, none at all in 30&ndash;31.
proverbs-in-brief.html	The forest, for use while working in the wood. A one-page spine of the book&rsquo;s argument, then one card per sermon &mdash; the strongest finding, the Big Question&rsquo;s answer, the Christ line and the trap. Compression only; no new findings.
point-purpose-proverbs-1-8to9-18.html	Sermon 4 backbone &mdash; “Who is calling?” Two voices issue the identical invitation from the same street (9:4 = 9:16), the father falls silent at 7:27, and Wisdom takes his own formula at 8:32.
point-purpose-proverbs-10-1to22-16.html	Sermon 5 backbone &mdash; the world sorted, the crest at chapter 16, and the auditor disqualified. Structure follows the four transmitted paragraphs, not the chapter divisions; 15:33/16:1 is explicitly not the hinge.
point-purpose-proverbs-22-17to24-34.html	Sermon 6 backbone &mdash; borrowed wisdom re-founded on trust at 22:19, and tested where it cannot be faked: on behalf of people with no advocate. Highest moralism risk in the series, with the guard named.
point-purpose-proverbs-25-1to29-27.html	Sermon 7 backbone &mdash; the three nested silences preached as pedagogy, the hinge at the paragraph crossing 27:27/28:1, and the honour thread from 25:27 to 29:23. Four movements on transmitted paragraph boundaries.
point-purpose-proverbs-30-1to31-9.html	Sermon 8 backbone &mdash; the book&rsquo;s last sage says he never learned wisdom, and the unit turns on a single paragraph marker: hand on the mouth (30:32) becomes open your mouth (31:8, 9).
point-purpose-proverbs-31-10to31.html	Sermon 9 backbone, closing the series &mdash; one imperative in twenty-two verses, it is the book&rsquo;s last word, and it is addressed to the observer: recognise wisdom in another and say so publicly.
