book-overview-philippians.html	The planning layer — presenting situation, structural arc (now with a three-section layer), microscript, intertextual map, Christological trajectory, seven preaching traps, the early↔late echo table, the twelve macro-arguments, and a ready-to-preach unit plan.
philippians-dig-deeper-macro-synthesis.html	Twelve cross-pericope arguments the full sweep jointly demonstrates — the connective tissue of the series, with anchor passages and confidence for each.
dig-deeper-philippians-sweep.html	The original sweep: all eleven pericopes at proportional depth, a cross-passage synthesis, and a checking-stage reconciliation with the commentary introductions. The seedbed the solo digs grew from.
dig-deeper-philippians-1-3to26.html	Framed by Paul's confidence (1:6&nbsp;↔&nbsp;1:25) and welded by "the defence of the gospel" (1:7&nbsp;↔&nbsp;1:16). Nineteen threads are deposited here and not one is resolved — every landing is downstream. The unit 1:30 cites as its evidence.
dig-deeper-philippians-1-27to4-1.html	Two matched panels around the Christ-hymn and two named servants, bracketed by "stand firm" (1:27&nbsp;↔&nbsp;4:1). Chapter&nbsp;3 answers 1:28 rather than digressing from it; the accounting verb <em>hēgeomai</em> runs the whole length.
dig-deeper-philippians-4-2to20.html	Three panels — two named women, the congregation, the apostle himself — each opening "in the Lord" and closing on something God will do. The thank-you is not a postscript but the worked example 4:9 promised.
dig-deeper-philippians-1-1to11.html	The letter's overture — greeting, thanksgiving, and prayer that plant almost every theme the letter develops.
dig-deeper-philippians-1-12to26.html	Imprisonment as the gospel's advance; the righteous sufferer's vindication (Job&nbsp;13:16); "to live is Christ, to die is gain."
dig-deeper-philippians-1-27to30.html	The letter's thesis: stand firm as one, unafraid, under opposition — with suffering reframed as granted grace.
dig-deeper-philippians-2-1to11.html	The Christ-hymn — self-emptying then exalted; the highest Christology (Isa&nbsp;45:23) deployed for the humblest ethic.
dig-deeper-philippians-2-12to18.html	Effort grounded in God's working; the Deuteronomy&nbsp;32:5 reversal; the church as luminaries in a dark world.
dig-deeper-philippians-2-19to30.html	Timothy and Epaphroditus — the hymn enacted in two named lives; the mind of Christ made imitable.
dig-deeper-philippians-3-1to11.html	No confidence in the flesh; Paul enacts the hymn ("count all loss"); righteousness received as the doorway to knowing Christ.
dig-deeper-philippians-3-10to21.html	The hymn stamped on the disciple; grace grounds the straining; heavenly citizenship and the transforming Saviour (Ps&nbsp;8).
dig-deeper-philippians-4-1to9.html	The thesis cashed out on Euodia and Syntyche; the peace of God garrisoning heart and mind; do not be anxious.
dig-deeper-philippians-4-10to23.html	The letter's close: the gift received as worship; Christ-sufficient contentment; the gospel in Caesar's household.
